,Make,Model Family,Year,Price_USD_Thousands,Mileage,Listing Year,_make_model
6136,LAMBORGHINI,DIABLO,1992,193.54838709677418,22164.0,2023,LAMBORGHINI_DIABLO
6137,LAMBORGHINI,DIABLO,1996,270.0,37260.0,2023,LAMBORGHINI_DIABLO
6138,LAMBORGHINI,DIABLO,1992,202.53164556962025,30540.0,2023,LAMBORGHINI_DIABLO
6139,LAMBORGHINI,DIABLO,1991,288.0,21127.0,2023,LAMBORGHINI_DIABLO
6140,LAMBORGHINI,DIABLO,1996,270.0,26719.0,2024,LAMBORGHINI_DIABLO
6141,LAMBORGHINI,DIABLO,1997,153.0,34921.0,2024,LAMBORGHINI_DIABLO
6142,LAMBORGHINI,DIABLO,1994,274.4,13261.0,2024,LAMBORGHINI_DIABLO
6143,LAMBORGHINI,DIABLO,1996,180.5,14553.0,2024,LAMBORGHINI_DIABLO
6144,LAMBORGHINI,DIABLO,1997,1100.0,15431.0,2024,LAMBORGHINI_DIABLO
6145,LAMBORGHINI,DIABLO,1991,305.0,34797.0,2024,LAMBORGHINI_DIABLO
6146,LAMBORGHINI,DIABLO,1996,275.0,13426.0,2024,LAMBORGHINI_DIABLO
6147,LAMBORGHINI,DIABLO,1995,281.0,7456.0,2024,LAMBORGHINI_DIABLO
6148,LAMBORGHINI,DIABLO,1998,450.0,26719.0,2023,LAMBORGHINI_DIABLO
6149,LAMBORGHINI,DIABLO,1997,173.2278481012658,24902.0,2023,LAMBORGHINI_DIABLO
6150,LAMBORGHINI,DIABLO,1991,371.0,5592.0,2023,LAMBORGHINI_DIABLO
6151,LAMBORGHINI,DIABLO,2002,247.31182795698922,43187.0,2023,LAMBORGHINI_DIABLO
6152,LAMBORGHINI,DIABLO,1992,225.0,27340.0,2023,LAMBORGHINI_DIABLO
6153,LAMBORGHINI,DIABLO,1991,225.0,17453.0,2024,LAMBORGHINI_DIABLO
6154,LAMBORGHINI,DIABLO,1997,520.0,1429.0,2023,LAMBORGHINI_DIABLO
6155,LAMBORGHINI,DIABLO,1991,225.0,17453.0,2024,LAMBORGHINI_DIABLO
6156,LAMBORGHINI,DIABLO,1991,250.0,23358.0,2023,LAMBORGHINI_DIABLO
6157,LAMBORGHINI,DIABLO,1995,252.0,26833.0,2023,LAMBORGHINI_DIABLO
6158,LAMBORGHINI,DIABLO,2001,407.6,38000.0,2023,LAMBORGHINI_DIABLO
6159,LAMBORGHINI,DIABLO,2000,316.4556962025316,22190.0,2023,LAMBORGHINI_DIABLO
6160,LAMBORGHINI,DIABLO,1992,193.54838709677418,22164.0,2023,LAMBORGHINI_DIABLO
6161,LAMBORGHINI,DIABLO,1996,270.0,37260.0,2023,LAMBORGHINI_DIABLO
6162,LAMBORGHINI,DIABLO,1992,202.53164556962025,30540.0,2023,LAMBORGHINI_DIABLO
6163,LAMBORGHINI,DIABLO,1991,288.0,21127.0,2023,LAMBORGHINI_DIABLO
6164,LAMBORGHINI,DIABLO,1996,270.0,26719.0,2024,LAMBORGHINI_DIABLO
6165,LAMBORGHINI,DIABLO,1997,153.0,34921.0,2024,LAMBORGHINI_DIABLO
6166,LAMBORGHINI,DIABLO,1994,274.4,13261.0,2024,LAMBORGHINI_DIABLO
6167,LAMBORGHINI,DIABLO,1996,180.5,14553.0,2024,LAMBORGHINI_DIABLO
6168,LAMBORGHINI,DIABLO,1997,1100.0,15431.0,2024,LAMBORGHINI_DIABLO
6169,LAMBORGHINI,DIABLO,1991,305.0,34797.0,2024,LAMBORGHINI_DIABLO
6170,LAMBORGHINI,DIABLO,1996,275.0,13426.0,2024,LAMBORGHINI_DIABLO
6171,LAMBORGHINI,DIABLO,1995,281.0,7456.0,2024,LAMBORGHINI_DIABLO
6172,LAMBORGHINI,DIABLO,1998,450.0,26719.0,2023,LAMBORGHINI_DIABLO
6173,LAMBORGHINI,DIABLO,1997,173.2278481012658,24902.0,2023,LAMBORGHINI_DIABLO
6174,LAMBORGHINI,DIABLO,1991,371.0,5592.0,2023,LAMBORGHINI_DIABLO
6175,LAMBORGHINI,DIABLO,2002,247.31182795698922,43187.0,2023,LAMBORGHINI_DIABLO
6176,LAMBORGHINI,DIABLO,1992,225.0,27340.0,2023,LAMBORGHINI_DIABLO
6177,LAMBORGHINI,DIABLO,1991,225.0,17453.0,2024,LAMBORGHINI_DIABLO
6178,LAMBORGHINI,DIABLO,1997,520.0,1429.0,2023,LAMBORGHINI_DIABLO
6179,LAMBORGHINI,DIABLO,1991,225.0,17453.0,2024,LAMBORGHINI_DIABLO
6180,LAMBORGHINI,DIABLO,1991,250.0,23358.0,2023,LAMBORGHINI_DIABLO
6181,LAMBORGHINI,DIABLO,1995,252.0,26833.0,2023,LAMBORGHINI_DIABLO
6182,LAMBORGHINI,DIABLO,2001,407.6,38000.0,2023,LAMBORGHINI_DIABLO
6183,LAMBORGHINI,DIABLO,2000,316.4556962025316,22190.0,2023,LAMBORGHINI_DIABLO
6184,LAMBORGHINI,DIABLO,1992,193.54838709677418,22164.0,2023,LAMBORGHINI_DIABLO
6185,LAMBORGHINI,DIABLO,1996,270.0,37260.0,2023,LAMBORGHINI_DIABLO
6186,LAMBORGHINI,DIABLO,1992,202.53164556962025,30540.0,2023,LAMBORGHINI_DIABLO
6187,LAMBORGHINI,DIABLO,1991,288.0,21127.0,2023,LAMBORGHINI_DIABLO
6188,LAMBORGHINI,DIABLO,1996,270.0,26719.0,2024,LAMBORGHINI_DIABLO
6189,LAMBORGHINI,DIABLO,1997,153.0,34921.0,2024,LAMBORGHINI_DIABLO
6190,LAMBORGHINI,DIABLO,1994,274.4,13261.0,2024,LAMBORGHINI_DIABLO
6191,LAMBORGHINI,DIABLO,1996,180.5,14553.0,2024,LAMBORGHINI_DIABLO
6192,LAMBORGHINI,DIABLO,1997,1100.0,15431.0,2024,LAMBORGHINI_DIABLO
6193,LAMBORGHINI,DIABLO,1991,305.0,34797.0,2024,LAMBORGHINI_DIABLO
6194,LAMBORGHINI,DIABLO,1996,275.0,13426.0,2024,LAMBORGHINI_DIABLO
6195,LAMBORGHINI,DIABLO,1995,281.0,7456.0,2024,LAMBORGHINI_DIABLO
6196,LAMBORGHINI,DIABLO,1998,450.0,26719.0,2023,LAMBORGHINI_DIABLO
6197,LAMBORGHINI,DIABLO,1997,173.2278481012658,24902.0,2023,LAMBORGHINI_DIABLO
6198,LAMBORGHINI,DIABLO,1991,371.0,5592.0,2023,LAMBORGHINI_DIABLO
6199,LAMBORGHINI,DIABLO,2002,247.31182795698922,43187.0,2023,LAMBORGHINI_DIABLO
6200,LAMBORGHINI,DIABLO,1992,225.0,27340.0,2023,LAMBORGHINI_DIABLO
6201,LAMBORGHINI,DIABLO,1991,225.0,17453.0,2024,LAMBORGHINI_DIABLO
6202,LAMBORGHINI,DIABLO,1997,520.0,1429.0,2023,LAMBORGHINI_DIABLO
6203,LAMBORGHINI,DIABLO,1991,225.0,17453.0,2024,LAMBORGHINI_DIABLO
6204,LAMBORGHINI,DIABLO,1991,250.0,23358.0,2023,LAMBORGHINI_DIABLO
6205,LAMBORGHINI,DIABLO,1995,252.0,26833.0,2023,LAMBORGHINI_DIABLO
6206,LAMBORGHINI,DIABLO,2001,407.6,38000.0,2023,LAMBORGHINI_DIABLO
6207,LAMBORGHINI,DIABLO,2000,316.4556962025316,22190.0,2023,LAMBORGHINI_DIABLO
6208,LAMBORGHINI,DIABLO,1992,193.54838709677418,22164.0,2023,LAMBORGHINI_DIABLO
6209,LAMBORGHINI,DIABLO,1996,270.0,37260.0,2023,LAMBORGHINI_DIABLO
6210,LAMBORGHINI,DIABLO,1992,202.53164556962025,30540.0,2023,LAMBORGHINI_DIABLO
6211,LAMBORGHINI,DIABLO,1991,288.0,21127.0,2023,LAMBORGHINI_DIABLO
6212,LAMBORGHINI,DIABLO,1996,270.0,26719.0,2024,LAMBORGHINI_DIABLO
6213,LAMBORGHINI,DIABLO,1997,153.0,34921.0,2024,LAMBORGHINI_DIABLO
6214,LAMBORGHINI,DIABLO,1994,274.4,13261.0,2024,LAMBORGHINI_DIABLO
6215,LAMBORGHINI,DIABLO,1996,180.5,14553.0,2024,LAMBORGHINI_DIABLO
6216,LAMBORGHINI,DIABLO,1997,1100.0,15431.0,2024,LAMBORGHINI_DIABLO
6217,LAMBORGHINI,DIABLO,1991,305.0,34797.0,2024,LAMBORGHINI_DIABLO
6218,LAMBORGHINI,DIABLO,1996,275.0,13426.0,2024,LAMBORGHINI_DIABLO
6219,LAMBORGHINI,DIABLO,1995,281.0,7456.0,2024,LAMBORGHINI_DIABLO
6220,LAMBORGHINI,DIABLO,1998,450.0,26719.0,2023,LAMBORGHINI_DIABLO
6221,LAMBORGHINI,DIABLO,1997,173.2278481012658,24902.0,2023,LAMBORGHINI_DIABLO
6222,LAMBORGHINI,DIABLO,1991,371.0,5592.0,2023,LAMBORGHINI_DIABLO
6223,LAMBORGHINI,DIABLO,2002,247.31182795698922,43187.0,2023,LAMBORGHINI_DIABLO
6224,LAMBORGHINI,DIABLO,1992,225.0,27340.0,2023,LAMBORGHINI_DIABLO
6225,LAMBORGHINI,DIABLO,1991,225.0,17453.0,2024,LAMBORGHINI_DIABLO
6226,LAMBORGHINI,DIABLO,1997,520.0,1429.0,2023,LAMBORGHINI_DIABLO
6227,LAMBORGHINI,DIABLO,1991,225.0,17453.0,2024,LAMBORGHINI_DIABLO
6228,LAMBORGHINI,DIABLO,1991,250.0,23358.0,2023,LAMBORGHINI_DIABLO
6229,LAMBORGHINI,DIABLO,1995,252.0,26833.0,2023,LAMBORGHINI_DIABLO
6230,LAMBORGHINI,DIABLO,2001,407.6,38000.0,2023,LAMBORGHINI_DIABLO
6231,LAMBORGHINI,DIABLO,1992,193.54838709677418,22164.0,2023,LAMBORGHINI_DIABLO
6232,LAMBORGHINI,DIABLO,1996,270.0,37260.0,2023,LAMBORGHINI_DIABLO
6233,LAMBORGHINI,DIABLO,1992,202.53164556962025,30540.0,2023,LAMBORGHINI_DIABLO
6234,LAMBORGHINI,DIABLO,1991,288.0,21127.0,2023,LAMBORGHINI_DIABLO
6235,LAMBORGHINI,HURACÁN,2020,187.0,2003.0,2024,LAMBORGHINI_HURACÁN
6236,LAMBORGHINI,HURACÁN,2018,315.5,1415.0,2024,LAMBORGHINI_HURACÁN
6237,LAMBORGHINI,HURACÁN,2020,261.0,7500.0,2024,LAMBORGHINI_HURACÁN
6238,LAMBORGHINI,HURACÁN,2020,265.0,3300.0,2024,LAMBORGHINI_HURACÁN
6239,LAMBORGHINI,HURACÁN,2020,234.40860215053763,5711.0,2024,LAMBORGHINI_HURACÁN
6240,LAMBORGHINI,HURACÁN,2023,286.0,239.0,2024,LAMBORGHINI_HURACÁN
6241,LAMBORGHINI,HURACÁN,2018,206.3291139240506,20728.0,2024,LAMBORGHINI_HURACÁN
6242,LAMBORGHINI,HURACÁN,2020,245.16129032258064,20979.0,2024,LAMBORGHINI_HURACÁN
6243,LAMBORGHINI,HURACÁN,2023,360.0,1400.0,2024,LAMBORGHINI_HURACÁN
6244,LAMBORGHINI,HURACÁN,2023,364.0,2600.0,2024,LAMBORGHINI_HURACÁN
6245,LAMBORGHINI,HURACÁN,2018,286.0,19928.0,2024,LAMBORGHINI_HURACÁN
6246,LAMBORGHINI,HURACÁN,2023,358.0,129.0,2024,LAMBORGHINI_HURACÁN
6247,LAMBORGHINI,HURACÁN,2018,284.0,5000.0,2024,LAMBORGHINI_HURACÁN
6248,LAMBORGHINI,HURACÁN,2016,205.5,5000.0,2023,LAMBORGHINI_HURACÁN
6249,LAMBORGHINI,HURACÁN,2015,158.27956989247312,15607.0,2023,LAMBORGHINI_HURACÁN
6250,LAMBORGHINI,HURACÁN,2018,153.16455696202533,32918.0,2023,LAMBORGHINI_HURACÁN
6251,LAMBORGHINI,HURACÁN,2018,272.0,7000.0,2023,LAMBORGHINI_HURACÁN
6252,LAMBORGHINI,HURACÁN,2016,161.29032258064515,19811.0,2023,LAMBORGHINI_HURACÁN
6253,LAMBORGHINI,HURACÁN,2016,170.0,3728.0,2023,LAMBORGHINI_HURACÁN
6254,LAMBORGHINI,HURACÁN,2016,182.79569892473117,21591.0,2023,LAMBORGHINI_HURACÁN
6255,LAMBORGHINI,HURACÁN,2017,186.0,19000.0,2023,LAMBORGHINI_HURACÁN
6256,LAMBORGHINI,HURACÁN,2015,222.99,13181.0,2023,LAMBORGHINI_HURACÁN
6257,LAMBORGHINI,HURACÁN,2020,286.0,17669.0,2023,LAMBORGHINI_HURACÁN
6258,LAMBORGHINI,HURACÁN,2017,264.51612903225805,13166.0,2023,LAMBORGHINI_HURACÁN
6259,LAMBORGHINI,HURACÁN,2015,160.0,13617.0,2023,LAMBORGHINI_HURACÁN
6260,LAMBORGHINI,HURACÁN,2015,201.5,9000.0,2023,LAMBORGHINI_HURACÁN
6261,LAMBORGHINI,HURACÁN,2022,410.0,580.0,2023,LAMBORGHINI_HURACÁN
6262,LAMBORGHINI,HURACÁN,2018,275.0,1834.0,2023,LAMBORGHINI_HURACÁN
6263,LAMBORGHINI,HURACÁN,2015,206.4516129032258,13876.0,2023,LAMBORGHINI_HURACÁN
6264,LAMBORGHINI,HURACÁN,2018,202.53164556962025,4200.0,2023,LAMBORGHINI_HURACÁN
6265,LAMBORGHINI,HURACÁN,2018,274.73118279569894,9810.0,2023,LAMBORGHINI_HURACÁN
6266,LAMBORGHINI,HURACÁN,2017,185.0,2045.0,2023,LAMBORGHINI_HURACÁN
6267,LAMBORGHINI,HURACÁN,2016,217.74193548387098,17530.0,2023,LAMBORGHINI_HURACÁN
6268,LAMBORGHINI,HURACÁN,2016,217.74193548387098,24174.0,2023,LAMBORGHINI_HURACÁN
6269,LAMBORGHINI,HURACÁN,2015,174.0,44000.0,2023,LAMBORGHINI_HURACÁN
6270,LAMBORGHINI,HURACÁN,2020,255.519,1900.0,2023,LAMBORGHINI_HURACÁN
6271,LAMBORGHINI,HURACÁN,2015,194.0,14000.0,2023,LAMBORGHINI_HURACÁN
6272,LAMBORGHINI,HURACÁN,2018,296.23655913978496,11780.0,2023,LAMBORGHINI_HURACÁN
6273,LAMBORGHINI,HURACÁN,2022,402.222,356.0,2024,LAMBORGHINI_HURACÁN
6274,LAMBORGHINI,HURACÁN,2015,194.0,18000.0,2023,LAMBORGHINI_HURACÁN
6275,LAMBORGHINI,HURACÁN,2022,426.0,1200.0,2022,LAMBORGHINI_HURACÁN
6276,LAMBORGHINI,HURACÁN,2018,319.99,7920.0,2023,LAMBORGHINI_HURACÁN
6277,LAMBORGHINI,HURACÁN,2015,222.99,13181.0,2023,LAMBORGHINI_HURACÁN
6278,LAMBORGHINI,HURACÁN,2016,182.79569892473117,31789.0,2022,LAMBORGHINI_HURACÁN
6279,LAMBORGHINI,HURACÁN,2022,295.0,431.0,2022,LAMBORGHINI_HURACÁN
6280,LAMBORGHINI,HURACÁN,2017,215.0537634408602,12561.0,2022,LAMBORGHINI_HURACÁN
6281,LAMBORGHINI,HURACÁN,2018,248.36601307189542,17353.0,2022,LAMBORGHINI_HURACÁN
6282,LAMBORGHINI,HURACÁN,2015,232.0,4000.0,2022,LAMBORGHINI_HURACÁN
6283,LAMBORGHINI,HURACÁN,2017,226.0,10000.0,2022,LAMBORGHINI_HURACÁN
6284,LAMBORGHINI,HURACÁN,2018,315.0,7500.0,2022,LAMBORGHINI_HURACÁN
6285,LAMBORGHINI,HURACÁN,2021,599.9,2345.0,2023,LAMBORGHINI_HURACÁN
6286,LAMBORGHINI,HURACÁN,2016,214.5,34304.0,2022,LAMBORGHINI_HURACÁN
6287,LAMBORGHINI,HURACÁN,2017,229.0,6000.0,2022,LAMBORGHINI_HURACÁN
6288,LAMBORGHINI,HURACÁN,2018,415.0,67.0,2022,LAMBORGHINI_HURACÁN
6289,LAMBORGHINI,HURACÁN,2017,190.0,36800.0,2022,LAMBORGHINI_HURACÁN
6290,LAMBORGHINI,HURACÁN,2018,217.5,11578.0,2022,LAMBORGHINI_HURACÁN
6291,LAMBORGHINI,HURACÁN,2018,232.0,15000.0,2022,LAMBORGHINI_HURACÁN
6292,LAMBORGHINI,HURACÁN,2015,146.83544303797467,22660.0,2022,LAMBORGHINI_HURACÁN
6293,LAMBORGHINI,HURACÁN,2019,412.5,350.0,2022,LAMBORGHINI_HURACÁN
6294,LAMBORGHINI,HURACÁN,2019,423.5,196.0,2022,LAMBORGHINI_HURACÁN
6296,LAMBORGHINI,HURACÁN,2018,330.0,3634.0,2022,LAMBORGHINI_HURACÁN
6297,LAMBORGHINI,HURACÁN,2016,234.0,2800.0,2022,LAMBORGHINI_HURACÁN
6298,LAMBORGHINI,HURACÁN,2018,305.0,5200.0,2021,LAMBORGHINI_HURACÁN
6299,LAMBORGHINI,HURACÁN,2017,252.0,5000.0,2021,LAMBORGHINI_HURACÁN
6300,LAMBORGHINI,HURACÁN,2018,286.0,18000.0,2021,LAMBORGHINI_HURACÁN
6301,LAMBORGHINI,HURACÁN,2018,315.0,1300.0,2021,LAMBORGHINI_HURACÁN
6302,LAMBORGHINI,HURACÁN,2017,400.0,5985.0,2021,LAMBORGHINI_HURACÁN
6303,LAMBORGHINI,HURACÁN,2015,184.0,5473.0,2021,LAMBORGHINI_HURACÁN
6305,LAMBORGHINI,HURACÁN,2016,163.0,23000.0,2020,LAMBORGHINI_HURACÁN
6306,LAMBORGHINI,HURACÁN,2015,128.666,25000.0,2019,LAMBORGHINI_HURACÁN
6307,LAMBORGHINI,HURACÁN,2020,187.0,2003.0,2024,LAMBORGHINI_HURACÁN
6308,LAMBORGHINI,HURACÁN,2018,315.5,1415.0,2024,LAMBORGHINI_HURACÁN
6309,LAMBORGHINI,HURACÁN,2020,261.0,7500.0,2024,LAMBORGHINI_HURACÁN
6310,LAMBORGHINI,HURACÁN,2020,265.0,3300.0,2024,LAMBORGHINI_HURACÁN
6311,LAMBORGHINI,HURACÁN,2020,234.40860215053763,5711.0,2024,LAMBORGHINI_HURACÁN
6312,LAMBORGHINI,HURACÁN,2023,286.0,239.0,2024,LAMBORGHINI_HURACÁN
6313,LAMBORGHINI,HURACÁN,2018,206.3291139240506,20728.0,2024,LAMBORGHINI_HURACÁN
6314,LAMBORGHINI,HURACÁN,2020,245.16129032258064,20979.0,2024,LAMBORGHINI_HURACÁN
6315,LAMBORGHINI,HURACÁN,2023,360.0,1400.0,2024,LAMBORGHINI_HURACÁN
6316,LAMBORGHINI,HURACÁN,2023,364.0,2600.0,2024,LAMBORGHINI_HURACÁN
6317,LAMBORGHINI,HURACÁN,2018,286.0,19928.0,2024,LAMBORGHINI_HURACÁN
6318,LAMBORGHINI,HURACÁN,2023,358.0,129.0,2024,LAMBORGHINI_HURACÁN
6319,LAMBORGHINI,HURACÁN,2018,284.0,5000.0,2024,LAMBORGHINI_HURACÁN
6320,LAMBORGHINI,HURACÁN,2016,205.5,5000.0,2023,LAMBORGHINI_HURACÁN
6321,LAMBORGHINI,HURACÁN,2015,158.27956989247312,15607.0,2023,LAMBORGHINI_HURACÁN
6322,LAMBORGHINI,HURACÁN,2018,153.16455696202533,32918.0,2023,LAMBORGHINI_HURACÁN
6323,LAMBORGHINI,HURACÁN,2018,272.0,7000.0,2023,LAMBORGHINI_HURACÁN
6324,LAMBORGHINI,HURACÁN,2016,161.29032258064515,19811.0,2023,LAMBORGHINI_HURACÁN
6325,LAMBORGHINI,HURACÁN,2016,170.0,3728.0,2023,LAMBORGHINI_HURACÁN
6326,LAMBORGHINI,HURACÁN,2016,182.79569892473117,21591.0,2023,LAMBORGHINI_HURACÁN
6327,LAMBORGHINI,HURACÁN,2017,186.0,19000.0,2023,LAMBORGHINI_HURACÁN
6328,LAMBORGHINI,HURACÁN,2015,222.99,13181.0,2023,LAMBORGHINI_HURACÁN
6329,LAMBORGHINI,HURACÁN,2020,286.0,17669.0,2023,LAMBORGHINI_HURACÁN
6330,LAMBORGHINI,HURACÁN,2017,264.51612903225805,13166.0,2023,LAMBORGHINI_HURACÁN
6331,LAMBORGHINI,HURACÁN,2020,187.0,2003.0,2024,LAMBORGHINI_HURACÁN
6332,LAMBORGHINI,HURACÁN,2018,315.5,1415.0,2024,LAMBORGHINI_HURACÁN
6333,LAMBORGHINI,HURACÁN,2020,261.0,7500.0,2024,LAMBORGHINI_HURACÁN
6334,LAMBORGHINI,HURACÁN,2020,265.0,3300.0,2024,LAMBORGHINI_HURACÁN
6335,LAMBORGHINI,HURACÁN,2020,234.40860215053763,5711.0,2024,LAMBORGHINI_HURACÁN
6336,LAMBORGHINI,HURACÁN,2023,286.0,239.0,2024,LAMBORGHINI_HURACÁN
6337,LAMBORGHINI,HURACÁN,2018,206.3291139240506,20728.0,2024,LAMBORGHINI_HURACÁN
6338,LAMBORGHINI,HURACÁN,2020,245.16129032258064,20979.0,2024,LAMBORGHINI_HURACÁN
6339,LAMBORGHINI,HURACÁN,2023,360.0,1400.0,2024,LAMBORGHINI_HURACÁN
6340,LAMBORGHINI,HURACÁN,2023,364.0,2600.0,2024,LAMBORGHINI_HURACÁN
6341,LAMBORGHINI,HURACÁN,2018,286.0,19928.0,2024,LAMBORGHINI_HURACÁN
6342,LAMBORGHINI,HURACÁN,2023,358.0,129.0,2024,LAMBORGHINI_HURACÁN
6343,LAMBORGHINI,HURACÁN,2018,284.0,5000.0,2024,LAMBORGHINI_HURACÁN
6344,LAMBORGHINI,HURACÁN,2016,205.5,5000.0,2023,LAMBORGHINI_HURACÁN
6345,LAMBORGHINI,HURACÁN,2015,158.27956989247312,15607.0,2023,LAMBORGHINI_HURACÁN
6346,LAMBORGHINI,HURACÁN,2018,153.16455696202533,32918.0,2023,LAMBORGHINI_HURACÁN
6347,LAMBORGHINI,HURACÁN,2018,272.0,7000.0,2023,LAMBORGHINI_HURACÁN
6348,LAMBORGHINI,HURACÁN,2016,161.29032258064515,19811.0,2023,LAMBORGHINI_HURACÁN
6349,LAMBORGHINI,HURACÁN,2016,170.0,3728.0,2023,LAMBORGHINI_HURACÁN
6350,LAMBORGHINI,HURACÁN,2016,182.79569892473117,21591.0,2023,LAMBORGHINI_HURACÁN
6351,LAMBORGHINI,HURACÁN,2017,186.0,19000.0,2023,LAMBORGHINI_HURACÁN
6352,LAMBORGHINI,HURACÁN,2015,222.99,13181.0,2023,LAMBORGHINI_HURACÁN
6353,LAMBORGHINI,HURACÁN,2020,286.0,17669.0,2023,LAMBORGHINI_HURACÁN
6354,LAMBORGHINI,HURACÁN,2017,264.51612903225805,13166.0,2023,LAMBORGHINI_HURACÁN
6355,LAMBORGHINI,HURACÁN,2020,187.0,2003.0,2024,LAMBORGHINI_HURACÁN
6356,LAMBORGHINI,HURACÁN,2018,315.5,1415.0,2024,LAMBORGHINI_HURACÁN
6357,LAMBORGHINI,HURACÁN,2020,261.0,7500.0,2024,LAMBORGHINI_HURACÁN
6358,LAMBORGHINI,HURACÁN,2020,265.0,3300.0,2024,LAMBORGHINI_HURACÁN
6359,LAMBORGHINI,HURACÁN,2020,234.40860215053763,5711.0,2024,LAMBORGHINI_HURACÁN
6360,LAMBORGHINI,HURACÁN,2023,286.0,239.0,2024,LAMBORGHINI_HURACÁN
6361,LAMBORGHINI,HURACÁN,2018,206.3291139240506,20728.0,2024,LAMBORGHINI_HURACÁN
6362,LAMBORGHINI,HURACÁN,2020,245.16129032258064,20979.0,2024,LAMBORGHINI_HURACÁN
6363,LAMBORGHINI,HURACÁN,2023,360.0,1400.0,2024,LAMBORGHINI_HURACÁN
6364,LAMBORGHINI,HURACÁN,2023,364.0,2600.0,2024,LAMBORGHINI_HURACÁN
6365,LAMBORGHINI,HURACÁN,2018,286.0,19928.0,2024,LAMBORGHINI_HURACÁN
6366,LAMBORGHINI,HURACÁN,2023,358.0,129.0,2024,LAMBORGHINI_HURACÁN
6367,LAMBORGHINI,HURACÁN,2018,284.0,5000.0,2024,LAMBORGHINI_HURACÁN
6368,LAMBORGHINI,HURACÁN,2016,205.5,5000.0,2023,LAMBORGHINI_HURACÁN
6369,LAMBORGHINI,HURACÁN,2015,158.27956989247312,15607.0,2023,LAMBORGHINI_HURACÁN
6370,LAMBORGHINI,HURACÁN,2018,153.16455696202533,32918.0,2023,LAMBORGHINI_HURACÁN
6371,LAMBORGHINI,HURACÁN,2018,272.0,7000.0,2023,LAMBORGHINI_HURACÁN
6372,LAMBORGHINI,HURACÁN,2016,161.29032258064515,19811.0,2023,LAMBORGHINI_HURACÁN
6373,LAMBORGHINI,HURACÁN,2016,170.0,3728.0,2023,LAMBORGHINI_HURACÁN
6374,LAMBORGHINI,HURACÁN,2016,182.79569892473117,21591.0,2023,LAMBORGHINI_HURACÁN
6375,LAMBORGHINI,HURACÁN,2017,186.0,19000.0,2023,LAMBORGHINI_HURACÁN
6376,LAMBORGHINI,HURACÁN,2015,222.99,13181.0,2023,LAMBORGHINI_HURACÁN
6377,LAMBORGHINI,HURACÁN,2020,286.0,17669.0,2023,LAMBORGHINI_HURACÁN
6378,LAMBORGHINI,HURACÁN,2017,264.51612903225805,13166.0,2023,LAMBORGHINI_HURACÁN
6379,LAMBORGHINI,HURACÁN,2020,187.0,2003.0,2024,LAMBORGHINI_HURACÁN
6380,LAMBORGHINI,HURACÁN,2018,315.5,1415.0,2024,LAMBORGHINI_HURACÁN
6381,LAMBORGHINI,HURACÁN,2020,261.0,7500.0,2024,LAMBORGHINI_HURACÁN
6382,LAMBORGHINI,HURACÁN,2020,265.0,3300.0,2024,LAMBORGHINI_HURACÁN
6383,LAMBORGHINI,HURACÁN,2020,234.40860215053763,5711.0,2024,LAMBORGHINI_HURACÁN
6384,LAMBORGHINI,HURACÁN,2023,286.0,239.0,2024,LAMBORGHINI_HURACÁN
6385,LAMBORGHINI,HURACÁN,2018,206.3291139240506,20728.0,2024,LAMBORGHINI_HURACÁN
6386,LAMBORGHINI,HURACÁN,2020,245.16129032258064,20979.0,2024,LAMBORGHINI_HURACÁN
6387,LAMBORGHINI,HURACÁN,2023,360.0,1400.0,2024,LAMBORGHINI_HURACÁN
6388,LAMBORGHINI,HURACÁN,2023,364.0,2600.0,2024,LAMBORGHINI_HURACÁN
6389,LAMBORGHINI,HURACÁN,2018,286.0,19928.0,2024,LAMBORGHINI_HURACÁN
6390,LAMBORGHINI,HURACÁN,2023,358.0,129.0,2024,LAMBORGHINI_HURACÁN
6391,LAMBORGHINI,HURACÁN,2018,284.0,5000.0,2024,LAMBORGHINI_HURACÁN
6392,LAMBORGHINI,HURACÁN,2016,205.5,5000.0,2023,LAMBORGHINI_HURACÁN
6393,LAMBORGHINI,HURACÁN,2015,158.27956989247312,15607.0,2023,LAMBORGHINI_HURACÁN
6394,LAMBORGHINI,HURACÁN,2018,153.16455696202533,32918.0,2023,LAMBORGHINI_HURACÁN
6395,LAMBORGHINI,HURACÁN,2018,272.0,7000.0,2023,LAMBORGHINI_HURACÁN
6396,LAMBORGHINI,HURACÁN,2016,161.29032258064515,19811.0,2023,LAMBORGHINI_HURACÁN
6397,LAMBORGHINI,HURACÁN,2016,170.0,3728.0,2023,LAMBORGHINI_HURACÁN
6398,LAMBORGHINI,HURACÁN,2016,182.79569892473117,21591.0,2023,LAMBORGHINI_HURACÁN
6399,LAMBORGHINI,HURACÁN,2017,186.0,19000.0,2023,LAMBORGHINI_HURACÁN
6400,LAMBORGHINI,HURACÁN,2015,222.99,13181.0,2023,LAMBORGHINI_HURACÁN
6401,LAMBORGHINI,HURACÁN,2020,286.0,17669.0,2023,LAMBORGHINI_HURACÁN
6402,LAMBORGHINI,HURACÁN,2017,264.51612903225805,13166.0,2023,LAMBORGHINI_HURACÁN
6403,LAMBORGHINI,HURACÁN,2020,187.0,2003.0,2024,LAMBORGHINI_HURACÁN
6404,LAMBORGHINI,HURACÁN,2018,315.5,1415.0,2024,LAMBORGHINI_HURACÁN
